Fecha ;PM10;PM2-5;Velo-viento;Precipitacion;Direccion ;O3;CO;NO;NO2;NOX;SO2;Temperatura ;Radicacion ;HT
11/01/2023 20:00;31;17;0,2;0;290;14;0,3;0,2;8,6;8,9;0;13,4;0;80,27
11/01/2023 21:00;33;25;0,5;0;103;2,6;0,7;36,7;17,9;54,6;0;12,9;0;82,86
11/01/2023 22:00;46;24;0,2;0;290;0,8;0,6;31,8;15,7;47,4;0;12,4;0;83,36
11/01/2023 23:00;42;23;0,5;0;9;0,4;0,7;48,4;11,2;59,6;0;11,4;0;83,88
12/01/2023 0:00;42;20;0,3;0,5;241;0,9;0,4;41,7;8,8;50,5;0;11,6;0;85,36
12/01/2023 1:00;33;14;0,7;2,4;295;0,9;0,3;12,9;10,2;23,1;0;12;0;85,64
12/01/2023 2:00;26;19;0,5;0;350;1,1;0,3;21,9;8,9;30,8;0;11,4;0;84,94
12/01/2023 3:00;21;11;0,4;0,1;221;2,2;0,2;15,7;8;23,6;0;11,4;0;85,03
12/01/2023 4:00;16;10;0,3;0;317;1,4;0,3;33,7;6,7;40,4;0;11,4;0;84,86
12/01/2023 5:00;26;15;0,2;0;206;0,9;0,4;63,2;9,5;72,7;0;11,4;0;85,06
12/01/2023 6:00;23;16;0,3;0;277;0,8;0,4;42,9;9,8;52,7;0;11,4;0;84,5
12/01/2023 7:00;25;15;0,3;0;335;0,6;1,1;96;10,5;106,5;0;11,4;5;84,95
12/01/2023 8:00;43;31;0,2;0;321;1;1;73;11,9;84,9;0;12,8;54;85,31
12/01/2023 9:00;35;19;0,3;0,1;312;1,6;0,5;31,7;10,7;42,4;0;13,7;95;80,71
12/01/2023 10:00;30;22;1,3;0;104;10,9;0,2;9;4;13;0;16,9;362;67,35
12/01/2023 11:00;16;4;0,6;0;334;16,7;0,1;3,2;2;5,2;0;18,5;292;56,56
12/01/2023 12:00;17;3;0,9;0;128;16,2;0,1;3,2;2,3;5,5;0;18,8;201;53,34
12/01/2023 13:00;12;1;1,5;0;151;16;0,2;4,7;3,4;8,1;0;19;355;55,3
12/01/2023 14:00;13;1;1,6;0;142;17,6;0,2;3,7;2,5;6,2;0;20,5;428;49,69
12/01/2023 15:00;19;5;1,4;0;123;16,2;0,2;5;4,1;9,1;0;19,2;212;52,93
12/01/2023 16:00;18;5;1,2;0;160;17,5;0,1;3,5;2,9;6,4;0;19,7;275;53,97
12/01/2023 17:00;20;5;1,4;0;159;17,2;0,2;3;3;6,1;0;19,1;144;51,38
12/01/2023 18:00;18;9;1,4;0;132;11,1;0,3;6,4;7,7;14,1;0;16,3;27;59,88
12/01/2023 19:00;20;12;0,7;0;89;5;0,4;11,6;11,5;23,1;0;14,6;0;65,79
12/01/2023 20:00;21;8;0,5;0;137;2,7;0,4;17,5;11,6;29;0;13,7;0;70,5
12/01/2023 21:00;29;18;0,3;0;277;1,3;0,3;13,9;11,4;25,3;0;12,8;0;72,79
12/01/2023 22:00;27;13;0,3;0;306;0,8;0,4;22,1;9,6;31,7;0;11,8;0;77,13
12/01/2023 23:00;34;17;0,3;0;275;0,8;0,7;46,9;9,2;56,1;0;11,7;0;79,65
13/01/2023 0:00;30;19;0,3;0;67;0,5;0,7;70,2;7,7;77,7;0;11,5;0;80,81
13/01/2023 1:00;37;19;0,6;0;128;3,6;0,2;18,5;7,5;26;0;12,3;0;78,84
13/01/2023 2:00;23;8;0,4;0;357;0,9;0,3;16,3;6,8;23;0;12,2;0;77,36
13/01/2023 3:00;19;13;0,3;0;50;0,6;0,3;53,6;7,3;60,9;0;11,7;0;78,48
13/01/2023 4:00;28;17;0,2;0;303;0,7;0,2;30,9;6,8;37,7;0;11,3;0;80,14
13/01/2023 5:00;19;10;0,2;0;262;0,5;0,5;99,1;7,3;106,4;0;11,1;0;81,59
13/01/2023 6:00;36;17;0,6;0;334;0,8;0,5;63,8;7,6;71,4;0;11,1;0;82,71
13/01/2023 7:00;34;22;0,3;0;323;0,7;0,9;80,1;9,6;89,7;0;11,3;5;82,18
13/01/2023 8:00;47;30;0,4;0;313;2,5;0,6;55,5;9,1;64,6;0;13,5;170;79,67
13/01/2023 9:00;34;21;1,1;0;306;8,8;0,4;16,3;6,9;23,2;0;17,3;425;61,62
13/01/2023 10:00;36;12;1,2;0;320;14;0,3;8,3;5,2;13,5;0;18,9;443;55,16
13/01/2023 11:00;25;13;1,7;0;109;17,2;0,1;3,2;1,3;4,5;0;20,7;597;48,14
13/01/2023 12:00;21;8;1,8;0;146;18;0,1;2,7;0,9;3,6;0;22,7;699;43,01
13/01/2023 13:00;16;4;2,4;0;145;17,9;0,1;2,9;1;3,8;0;22,8;636;40,51
13/01/2023 14:00;17;0;1,6;0;116;16,3;0,1;4,5;2,4;6,9;0;21,7;365;43,11
13/01/2023 15:00;15;3;1,8;0,3;119;15,4;0,1;5,3;2,9;8,1;0;21,1;305;45,97
13/01/2023 16:00;18;5;1,6;0;121;14,4;0,2;7,3;4,9;12,3;0;19;187;53,27
13/01/2023 17:00;22;10;1,3;0;234;24,5;0,2;1,5;6;7,5;0;16,5;60;65,38
13/01/2023 18:00;33;22;0,7;0;259;18,7;0,3;1,1;10,8;11,9;0;15,5;23;71,56
13/01/2023 19:00;41;16;0,7;0;275;12,7;0,4;3,9;14,5;18,4;0;14,6;0;73,35
13/01/2023 20:00;31;26;0,5;0;274;6,8;0,5;7,5;18,4;25,8;0;14,7;0;73,8
13/01/2023 21:00;37;24;0,9;0;341;9;0,3;1,8;10,8;12,6;0;14;0;74,94
13/01/2023 22:00;26;15;0,4;0;297;5,3;0,2;0,6;11,3;11,9;0;13,1;0;75,3
13/01/2023 23:00;20;9;0,4;0;299;1,5;0,4;14,1;14,5;28,6;0;13,2;0;77,07
14/01/2023 0:00;32;17;0,9;0;271;4,3;0,2;2;10,5;12,4;0;12,4;0;78,99
14/01/2023 1:00;30;16;0,5;0;308;3,1;0,2;6,8;10,4;17,2;0;12,5;0;80,25
14/01/2023 2:00;25;15;0,5;0;132;2,6;0,3;15;9,9;24,9;0;12,2;0;80,31
14/01/2023 3:00;24;11;0,5;0;306;5,2;0,1;6,9;5,9;12,8;0;12,4;0;77,75
14/01/2023 4:00;17;12;0,4;0;174;1,5;0,2;27,3;8,3;35,6;0;12;0;79,32
14/01/2023 5:00;28;21;0,3;0;300;0,8;0,2;10,9;9,1;20,1;0;11,9;0;80,66
14/01/2023 6:00;21;15;0,6;0;294;0,6;0,3;32,5;9,4;41,9;0;11,7;0;81,33
14/01/2023 7:00;30;20;0,2;0;291;0,8;1,3;107,8;11;118,8;0;11,3;15;81,87
14/01/2023 8:00;53;33;0,3;0;261;3,6;0,7;50,8;9,4;60,2;0;13,7;135;81,68
14/01/2023 9:00;42;24;0,9;0;199;9,6;0,6;20,7;12,9;33,6;0;16,8;272;64,4
14/01/2023 10:00;45;21;1,1;0;191;19;0,7;16,8;14,5;31,3;0;19,3;578;54,5
14/01/2023 11:00;37;22;1,3;0;272;33,5;0,4;6,6;9,1;15,6;0;21,4;713;41,75
14/01/2023 12:00;37;22;1,1;0;313;45,4;0,4;3,3;9,4;12,7;0;22,1;558;42,37
14/01/2023 13:00;36;20;1,1;0;322;52,8;0,4;2,2;8,7;10,8;0;23,1;410;38,71
14/01/2023 14:00;36;11;1,2;0;239;52,4;0,3;1,1;5,5;6,5;0;23,2;383;40,91
14/01/2023 15:00;29;19;1,5;3,1;216;35,8;0,2;0,5;6,2;6,8;0;18,1;47;60,38
14/01/2023 16:00;29;23;1,3;0,4;245;32,5;0,2;0,7;5,2;5,9;0;16,5;126;72,57
14/01/2023 17:00;24;16;2,6;0;264;33,5;0,1;0,2;0,8;1;0;16,8;165;67,63
14/01/2023 18:00;23;12;0,7;0;258;29,5;0,1;0;0,3;0,3;0;16,3;25;67,23
14/01/2023 19:00;16;13;0,7;0;188;23,9;0,1;0,1;2,1;2,2;0;15,2;0;71,44
14/01/2023 20:00;16;16;0,4;0;252;18,8;0,2;1,3;3,5;4,8;0;14,7;0;75,15
14/01/2023 21:00;21;12;0,5;0;222;13,9;0,2;1;9,2;10,2;0;13,8;0;76,54
14/01/2023 22:00;13;11;0,2;0;256;2,6;0,5;16,7;15,1;31,8;0;13,3;0;80,03
14/01/2023 23:00;32;17;0,3;0;316;0,9;0,6;15,1;14,4;29,6;0;13,3;0;82,46
15/01/2023 0:00;33;26;0,9;0,5;203;14,1;0,2;3,2;6,3;9,5;0;13,1;0;80,65
15/01/2023 1:00;11;6;0,9;0;173;12,2;0,2;1,5;10,1;11,6;0;12,7;0;79,93
15/01/2023 2:00;25;11;0,7;1,3;203;18,1;0,1;0,1;3,7;3,8;0;12,1;0;80,62
15/01/2023 3:00;14;7;0,4;1,8;217;17,3;0,1;0,3;5,7;6;0;11,7;0;82,57
15/01/2023 4:00;14;5;0,3;0;225;16,6;0,1;0,5;7,5;7,9;0;11,4;0;82,17
15/01/2023 5:00;14;3;0,2;0;243;10,3;0,2;2,2;10;12,2;0;11,6;0;82,46
15/01/2023 6:00;16;4;0,3;0;244;9,7;0,2;1,7;9,1;10,8;0;11,6;0;82,41
15/01/2023 7:00;10;8;0,4;0;337;6,6;0,4;13,1;8,9;21,9;0;11,6;11;82,99
15/01/2023 8:00;19;11;1,5;0,1;342;13,2;0,3;6,8;6,3;13,1;0;13,3;204;78,65
15/01/2023 9:00;9;9;1,7;0;348;17,2;0,2;4,8;3,9;8,7;0;15,4;353;68,86
15/01/2023 10:00;20;10;0,8;0;327;24,2;0,1;2,2;1,4;3,6;0;19,5;591;56,56
15/01/2023 11:00;22;9;1,1;0;315;30,9;0,1;0,6;0,1;0,8;0;20,7;638;47,83
15/01/2023 12:00;20;11;0,9;0;300;33,6;0,1;0,4;0,5;0,9;0;21,1;477;47,62
15/01/2023 13:00;19;8;0,9;0;276;31,8;0,1;0,6;0,1;0,8;0;23,6;547;39,39
15/01/2023 14:00;19;10;1,2;0;261;31,5;0,1;0,6;0,4;0,9;0;22,3;289;40,64
15/01/2023 15:00;18;11;2,3;0;249;33,1;0,1;0,5;1;1,4;0;20;146;53,21
15/01/2023 16:00;22;13;2,5;0;256;31;0,1;0,1;0,1;0,2;0;17,8;110;64,33
15/01/2023 17:00;19;9;1,3;0;227;29,8;0,1;0,2;0,9;1,1;0;17,2;36;66,63
15/01/2023 18:00;20;13;1,7;0;255;27,7;0,1;0,1;1;1,1;0;16,3;14;69,22
15/01/2023 19:00;21;12;0,9;8,6;289;20,8;0,2;0;4,4;4,4;0;14,7;0;76,61
15/01/2023 20:00;26;11;1,2;15,4;127;14,4;0,4;3,8;11,9;15,7;0;12,7;0;82,72
15/01/2023 21:00;19;15;0,7;0,9;134;8,3;0,4;5,1;12,5;17,6;0;12,6;0;85,85
15/01/2023 22:00;18;14;0,6;0;292;11,5;0,3;1,6;7,2;8,8;0;12,8;0;86,12
15/01/2023 23:00;25;14;0,7;0;206;17,6;0,2;1;5,2;6,1;0;12,7;0;85,87
16/01/2023 0:00;16;11;0,5;0;307;6,2;0,3;9,8;13,4;23,2;0;12,4;0;85,63
16/01/2023 1:00;21;14;0,3;0;251;8,1;0,2;5,3;10;15,3;0;12,4;0;85,98
16/01/2023 2:00;17;13;0,2;0;292;11,5;0,1;0,1;4,4;4,5;0;12;0;85,73
16/01/2023 3:00;12;8;0,3;0;296;2,2;0,2;9,9;9,1;19;0;11,4;0;85,6
16/01/2023 4:00;23;11;0,3;0;314;1,9;0,2;12,1;9,1;21,3;0;11,5;0;86,22
16/01/2023 5:00;18;8;0,3;0;321;0,7;0,4;57,7;11,2;69;0;11,2;0;86,15
16/01/2023 6:00;39;19;0,3;0;298;0,5;0,7;76,6;12,8;89,3;0;10,8;0;86,17
16/01/2023 7:00;38;24;0,4;0;295;0,7;1,1;81,5;14,1;95,6;0;10,4;14;85,99
16/01/2023 8:00;45;26;0,4;0;319;5,8;1;54,3;13,5;67,8;0;13,6;188;86,91
16/01/2023 9:00;30;14;1,1;0;128;22,5;0,2;3,4;2,9;6,3;0;17,3;424;68,51
16/01/2023 10:00;18;8;1,1;0;141;27,4;0,1;1,4;0,9;2,3;0;19,5;617;50,82
16/01/2023 11:00;18;9;1,7;0;336;29,3;0,1;1,2;0,6;1,9;0;20,8;809;45,58
16/01/2023 12:00;20;13;1,2;0;351;30;0,2;2,1;2,7;4,9;0;20,7;467;45,77
16/01/2023 13:00;22;11;2;0;103;24,6;0,2;3,5;2,9;6,4;0;21,2;445;43,09
16/01/2023 14:00;23;7;1,6;0;109;23,1;0,2;4,4;3,6;8;0;21,2;383;43,78
16/01/2023 15:00;13;7;1,3;0;274;45,7;0,2;0,9;2,4;3,3;0;21,5;388;45,75
16/01/2023 16:00;26;22;2,8;0;261;48,7;0,2;0,6;2,1;2,6;0;19,1;270;54,94
16/01/2023 17:00;32;17;2,2;0;240;47,2;0,2;0,6;3,6;4,2;0;20,2;274;55,22
16/01/2023 18:00;31;19;1,3;0;249;42,3;0,2;0,3;3,4;3,7;0;17;45;61,02
16/01/2023 19:00;35;18;0,8;0;232;34;0,3;0,1;6,4;6,5;0;14,8;0;69,99
16/01/2023 20:00;32;17;0,4;0;269;20,8;0,4;0,3;12,5;12,8;0;14,1;0;74,23
16/01/2023 21:00;37;20;0,3;0;275;18,6;0,4;0,3;9,1;9,4;0;13,2;0;78,68
16/01/2023 22:00;37;22;0,3;0;258;9,3;0,5;2,5;17;19,6;0;13,4;0;79,96
16/01/2023 23:00;40;18;0,4;0;210;19,1;0,3;0,1;7;7,1;0;13,4;0;79,08
17/01/2023 0:00;40;24;0,4;0;265;13,5;0,3;0,1;9,8;10;0;13,1;0;79,26
17/01/2023 1:00;30;16;0,2;0;301;9,5;0,4;0,2;10,9;11,1;0;12,8;0;80,22
17/01/2023 2:00;35;24;0,3;0;297;10;0,3;0,2;8,2;8,4;0;12,4;0;80,65
17/01/2023 3:00;32;26;0,3;0;342;6,4;0,3;6,1;10,4;16,6;0;12,1;0;82,13
17/01/2023 4:00;42;28;0,3;0;288;1;0,4;19,7;14,7;34,5;0;11,8;0;82,61
17/01/2023 5:00;41;27;0,4;0;343;2,2;0,4;9;12,6;21,6;0;11,5;0;84,01
17/01/2023 6:00;38;33;0,3;0;312;2,8;0,4;12,6;13,9;26,4;0;11,6;0;83,44
17/01/2023 7:00;32;25;0,5;0;308;1,5;0,7;31,5;13,9;45,4;0;10,9;4;83,15
17/01/2023 8:00;51;34;0,4;0;288;4,1;1;49,1;14,6;63,7;0;12,4;93;85,48
17/01/2023 9:00;60;36;0,8;0;306;17,3;0,3;5,4;6,5;11,9;0;16,2;274;71,7
17/01/2023 10:00;37;19;0,5;0;252;18,5;0,3;5,2;7,5;12,7;0;18;262;61,42
17/01/2023 11:00;34;24;1,1;0;59;27,4;0,2;2;2,3;4,2;0;20,4;549;51,84
17/01/2023 12:00;22;12;1;0;266;31,8;0,2;1,8;3,7;5,5;0;20,2;355;48,6
17/01/2023 13:00;36;25;1,3;0;239;45,6;0,4;2,9;7,3;10,2;0;22,1;520;45,01
17/01/2023 14:00;49;25;2;0;235;40,4;0,2;0,9;3,8;4,7;0;20,5;400;51,57
17/01/2023 15:00;38;20;2;0;239;36;0,1;0,9;2,7;3,6;0;19,5;303;54,69
17/01/2023 16:00;19;10;1,6;0;209;33,9;0,2;1,5;5,5;7;0;19,7;192;52,55
17/01/2023 17:00;32;21;0,8;0;224;28,4;0,3;2,9;12,3;15,3;0;19,3;109;54,7
17/01/2023 18:00;33;16;1,7;0;215;21,9;0,3;2,2;10,1;12,4;0;17,7;36;56,63
17/01/2023 19:00;24;19;1;1,1;319;19,8;0,2;1,1;5,1;6,2;0;14,5;0;69,43
17/01/2023 20:00;18;12;0,8;0;330;11,3;0,4;3;14,8;17,8;0;13,3;0;80,1
17/01/2023 21:00;31;25;0,4;0;304;12;0,4;8,5;12,4;20,9;0;12,9;0;82
17/01/2023 22:00;33;23;0,5;0;321;0,6;0,7;34,8;15,1;49,9;0;12,2;0;82,07
17/01/2023 23:00;35;14;0,3;0,1;166;0,7;0,8;62,8;13,9;76,7;0;11,2;0;83,13
18/01/2023 0:00;41;27;0,3;0;308;0,5;0,8;75,4;11,7;87,1;0;10,1;0;83,74
18/01/2023 1:00;35;24;0,4;0;157;0,6;0,7;95,8;10,5;106,2;0;10,1;0;84,93
18/01/2023 2:00;44;23;0,5;0;294;0,7;0,4;45,5;9,9;55,4;0;10,3;0;85,66
18/01/2023 3:00;31;20;0,3;0;359;0,7;0,6;95;10,1;105;0;9,5;0;85
18/01/2023 4:00;48;28;0,5;0,1;278;0,6;0,4;73;8,3;81,3;0;9;0;85,34
18/01/2023 5:00;31;24;0,5;0;284;0,6;0,5;80,7;9,4;90,1;0;9,1;0;85,84
18/01/2023 6:00;42;25;0,5;0;251;4,5;0,3;41,2;10,5;51,7;0;10,1;0;86,57
18/01/2023 7:00;30;14;1,1;0;139;8,3;0,2;6,4;8,8;15,2;0;11;0;85,55
18/01/2023 8:00;20;11;1;0;344;1,8;1,4;39,9;15,3;55,3;0;11,7;27;82,34
18/01/2023 9:00;90;48;1,3;0;341;0;0;0;0;0;0;14,2;303;77,73
18/01/2023 10:00;90;63;1,1;0;9;0;0;0;0;0;0;18,6;523;57,16
18/01/2023 11:00;24;9;1,4;0;142;26,6;0,1;2,5;2,3;4,9;0;20,3;544;45,85
18/01/2023 12:00;25;10;1,3;0;164;29,1;0,1;1,2;0,8;2,1;0;22,2;680;39,87
18/01/2023 13:00;18;6;1,1;0;172;29,3;0,1;1,5;1,5;2,9;0;22,3;535;40,12
18/01/2023 14:00;15;7;1,6;0;214;33;0,1;0,3;0;0,1;0;24,1;652;34,05
18/01/2023 15:00;17;8;3,5;0;265;46,2;0,1;0,1;2,4;2,5;0;17,5;48;56,2
18/01/2023 16:00;33;18;1,5;7,9;160;19,4;0,5;5;24,7;29,8;0;14,5;4;78,77
18/01/2023 17:00;39;38;0,8;0,4;203;20,7;0,7;5,5;30,6;36,1;0;14,8;56;85,34
18/01/2023 18:00;45;38;0,5;0;215;19;0,5;1,6;22,5;24,1;0;14,4;2;82,99
18/01/2023 19:00;35;26;0,6;0;306;24,7;0,2;0,2;7,6;7,8;0;13,9;0;83,13
18/01/2023 20:00;31;18;1,9;2,6;345;22,6;0,2;1;8,9;9,9;0;12,5;0;80,86
18/01/2023 21:00;25;13;0,9;1,7;106;8,1;0,3;12,3;17,1;29,5;0;11,8;0;84,09
18/01/2023 22:00;27;15;0,4;0,4;301;10,7;0,1;2,9;10,5;13,4;0;11,8;0;84
18/01/2023 23:00;17;9;0,4;0;334;1,4;0,4;22,8;17,9;40,7;0;11,6;0;84,43
19/01/2023 0:00;22;16;0,4;0;350;0,7;0,5;55,9;14,8;70,7;0;10,9;0;84,3
19/01/2023 1:00;28;14;0,2;0,1;319;0,7;0,3;21,8;10,7;32,5;0;9,6;0;83,95
19/01/2023 2:00;19;12;0,2;0;325;0,6;0,4;69,7;10,3;80;0;8,7;0;84,28
19/01/2023 3:00;22;20;0,3;0;327;0,5;0,5;73,6;8,7;82,3;0;8,2;0;84,91
19/01/2023 4:00;36;16;0,3;0;271;0,6;0,5;107,3;8,4;115,7;0;7,8;0;85,27
19/01/2023 5:00;38;32;0,3;0;309;0,6;0,5;85,7;10,3;96,1;0;7,7;0;85,59
19/01/2023 6:00;35;26;0,4;0,1;307;0,6;0,5;74,4;9,9;84,3;0;8;0;85,98
19/01/2023 7:00;30;26;0,9;0;339;0,9;0,5;39,8;10,7;50,4;0;8,4;13;86,42
19/01/2023 8:00;29;22;0,9;0;339;2,6;0,5;26,1;9,1;35,1;0;10,5;134;87,45
19/01/2023 9:00;26;26;1,3;0;334;7,8;0,5;19,9;8,9;28,8;0;13,7;339;81,92
19/01/2023 10:00;42;36;1,8;0;343;16,1;0,3;7,4;6,6;14;0;16,4;404;64,5
19/01/2023 11:00;42;24;1,1;0;346;19,3;0,3;5,8;6,5;12,3;0;17,8;370;60,34
19/01/2023 12:00;32;27;1;0;357;29;0,2;3,2;4,1;7,3;0;20,6;552;51,42
19/01/2023 13:00;24;21;1,1;0;330;37,4;0,1;1;1,7;2,6;0;22,4;561;41,17
19/01/2023 14:00;19;10;1,2;0;324;39,7;0,2;1,3;2,7;4;0;22,7;571;41,45
19/01/2023 15:00;22;9;2,9;0;263;36,6;0,1;1,3;1,9;3,2;0;20,7;468;44,71
19/01/2023 16:00;24;9;2,2;9,5;139;17,5;0,2;3,9;6,6;10,5;0;12,9;1;72,45
19/01/2023 17:00;13;13;1;1,3;240;10,1;0,3;5,1;12,8;18;0;13;27;84,35
19/01/2023 18:00;23;12;0,7;0;100;9,6;0,4;11;11,6;22,5;0;13,1;7;84,34
19/01/2023 19:00;21;15;0,6;1;110;2,4;0,7;26,3;18;44,2;0;12,7;0;84,84
19/01/2023 20:00;22;14;0,5;0,7;338;1,5;0,5;13,7;14,8;28,5;0;12,3;0;84,95
19/01/2023 21:00;21;14;0,4;1,4;334;0,7;0,5;33,5;13,9;47,4;0;11,9;0;85,59
19/01/2023 22:00;27;14;0,3;0,2;67;0,8;0,5;35,5;13;48,5;0;11,7;0;85,84
19/01/2023 23:00;25;20;0,5;0,1;307;0,9;0,4;25,1;12,7;37,8;0;11,4;0;85,72
20/01/2023 0:00;21;18;0,3;0;185;0,6;0,5;39,4;11,6;51,1;0;11,1;0;85,91
20/01/2023 1:00;23;17;0,2;0;275;0,7;0,4;27,3;11;38,3;0;10,8;0;85,83
20/01/2023 2:00;36;17;0,3;0;335;0,6;0,6;78,6;9,1;87,7;0;9,6;0;85,28
20/01/2023 3:00;29;17;0,7;0;336;0,6;0,3;31;8,4;39,4;0;9,2;0;85,62
20/01/2023 4:00;27;13;0,5;0;279;0,6;0,3;26;10,2;36,3;0;9,8;0;86,65
20/01/2023 5:00;34;22;0,4;0;317;0,6;0,3;31,4;10,4;41,8;0;10,2;0;86,8
20/01/2023 6:00;37;17;0,4;0;306;0,7;0,4;34;10,8;44,7;0;10,3;0;86,74
20/01/2023 7:00;37;20;0,8;0;340;0,6;0,8;70,3;12,1;82,4;0;10,4;10;86,62
20/01/2023 8:00;54;30;0,5;0;232;3,4;0,5;29,1;10,4;39,6;0;11,7;58;86,71
20/01/2023 9:00;35;26;1,3;0;349;8,6;0,4;10,4;6,8;17,1;0;13,8;212;81,89
20/01/2023 10:00;37;31;2,2;0;95;17,6;0,2;5,4;2,7;8,1;0;16,3;524;67,34
20/01/2023 11:00;23;2;2,4;0;123;21,3;0,1;2,6;1;3,6;0;17,4;574;57,63
20/01/2023 12:00;27;8;2;0;102;20,4;0,2;3,5;2,4;5,9;0;16,9;282;56,07
20/01/2023 13:00;16;9;1,6;0;99;20,9;0,2;4;2,8;6,8;0;18,9;437;53,77
20/01/2023 14:00;20;12;2;0;106;22,9;0,1;3,5;2;5,5;0;20,5;650;46,23
20/01/2023 15:00;14;10;1,6;0,1;117;18,9;0,2;5,1;4,3;9,4;0;19,1;243;48,53
20/01/2023 16:00;20;9;1,3;0;165;25,3;0,2;3,6;3,3;6,9;0;21,1;342;48,08
20/01/2023 17:00;21;11;1,3;0;202;27,9;0,4;2,3;10,8;13;0;19,3;106;48,31
20/01/2023 18:00;37;23;0,8;0;252;20,3;0,5;1,9;16,1;18;0;15,7;13;63,54
20/01/2023 19:00;36;24;0,9;0;83;9,9;0,4;7;10,6;17,7;0;13,5;0;66,93
20/01/2023 20:00;26;19;0,9;0;106;8,6;0,3;8,2;11,5;19,8;0;13,4;0;69,82
20/01/2023 21:00;26;14;1;0;121;13,5;0,2;3,6;7;10,6;0;13,4;0;67,53
20/01/2023 22:00;19;10;0,6;0;8;8,4;0,3;3,8;9,7;13,5;0;12,9;0;69,83
20/01/2023 23:00;24;12;0,6;0;88;5,8;0,4;13,8;12,2;26,1;0;12;0;75,37
21/01/2023 0:00;24;15;0,6;0;281;14,5;0,1;0,3;2,5;2,8;0;11,7;0;76,01
21/01/2023 1:00;20;15;0,8;0;353;6,1;0,2;6,1;9,6;15,7;0;11,5;0;78,41
21/01/2023 2:00;23;19;1;0;289;11,8;0,1;0,4;4,7;5,1;0;11;0;76,86
21/01/2023 3:00;23;17;0,8;0;10;5,5;0,1;6,6;9,7;16,3;0;9,7;0;79,45
21/01/2023 4:00;22;17;0,7;0;285;14,5;0;0,7;2,1;2,8;0;9,5;0;80,34
21/01/2023 5:00;13;12;0,7;0;251;8,6;0,1;7,6;7,7;15,3;0;9,3;0;81,23
21/01/2023 6:00;29;15;0,7;0;345;6,6;0,2;15,1;9,5;24,6;0;9,4;0;79,92
21/01/2023 7:00;29;20;0,6;0;335;2,4;0,6;30,4;12,6;43;0;9,1;9;81,68
21/01/2023 8:00;34;30;0,8;0;319;11,1;0,3;9,1;8;17,1;0;11,4;71;75,57
21/01/2023 9:00;24;14;1;0;313;20,3;0,1;3,3;2,2;5,5;0;14,1;357;59,41
21/01/2023 10:00;16;11;1,2;0;335;25,6;0,1;2,5;1,8;4,3;0;16,9;512;49,05
21/01/2023 11:00;23;12;1;0;208;29,8;0,1;1,5;1,3;2,8;0;19;423;42,41
21/01/2023 12:00;21;8;1;0;331;31,8;0,1;0,8;0,4;1,1;0;19,8;475;44,08
21/01/2023 13:00;21;4;1,2;0;61;33,1;0,1;0,7;0,7;1,4;0;21,1;486;41,17
21/01/2023 14:00;19;7;1,2;0;185;32,1;0,1;0,7;0,5;1,1;0;22,4;528;38,72
21/01/2023 15:00;13;10;1;0;21;30,4;0,1;1,7;2;3,6;0;21,6;294;37,85
21/01/2023 16:00;23;7;1,6;0;27;26,5;0,1;3,5;3,8;7,3;0;21,7;302;41,56
21/01/2023 17:00;21;5;1,7;0;145;22,2;0,2;2,2;4,7;7;0;17,2;25;50,25
21/01/2023 18:00;20;10;1,3;0;142;16,5;0,2;3,6;7,7;11,3;0;15,5;20;60,04
21/01/2023 19:00;23;9;0,8;0;140;15,8;0,2;2,9;8,5;11,5;0;13,9;0;64,79
21/01/2023 20:00;18;13;1,1;0;102;15,5;0,2;3,6;8,1;11,7;0;13;0;68,62
21/01/2023 21:00;27;11;0,6;0;195;8,6;0,2;3;11,7;14,8;0;12,2;0;71,19
21/01/2023 22:00;26;11;0,5;0;138;6,8;0,3;6,2;13,6;19,9;0;11,8;0;72,8
21/01/2023 23:00;23;12;0,4;0;347;3,5;0,5;23,2;13,5;36,8;0;10,6;0;75,84
22/01/2023 0:00;25;16;0,4;0;336;0,6;0,7;38,9;13,8;52,7;0;10;0;79,16
22/01/2023 1:00;34;15;0,9;0;27;7,3;0,4;19,7;10,1;29,8;0;10,2;0;80,84
22/01/2023 2:00;27;14;0,8;0;21;12,9;0,2;1,5;6,1;7,6;0;10,6;0;77,6
22/01/2023 3:00;20;15;0,8;0;355;6,4;0,2;3,3;9,6;12,9;0;9,8;0;78,2
22/01/2023 4:00;26;16;1;0;341;9,5;0,2;9,3;8,2;17,5;0;9,5;0;81,42
22/01/2023 5:00;23;11;0,5;0;324;10,7;0,1;2,6;6,7;9,3;0;10,2;0;77,86
22/01/2023 6:00;22;14;0,6;0;95;7,2;0,2;6,1;9,5;15,6;0;9,9;0;77,02
22/01/2023 7:00;26;14;1,1;0;90;11,4;0,2;5;8;13;0;10,3;3;76,33
22/01/2023 8:00;17;15;1;0;88;19,8;0,1;2,1;3,4;5,5;0;12;91;70,39
22/01/2023 9:00;14;8;1,1;0;80;23;0,1;1,6;1,4;3;0;14,2;219;60,11
22/01/2023 10:00;13;7;1,9;0;84;23,7;0,1;2,4;1,1;3,5;0;16,5;472;51,22
22/01/2023 11:00;13;6;2,1;0;67;23,2;0,1;2,3;1,2;3,4;0;17,7;379;47,77
22/01/2023 12:00;15;8;1,9;0;93;23,7;0,1;2,1;1;3,2;0;18,9;300;44,6
